gene	Chr	Length
TMCC1	3	245785
RNY3P13	3	102
AC083799.1	3	910
TMCC1-AS1	3	24705
AC083906.3	3	15190
TRH	3	3634
AC083906.1	3	406
AC083906.2	3	360
OR7E129P	3	968
AC083906.4	3	987
AC083906.5	3	197
ALG1L2	3	31397
LINC02014	3	4872
FAM86HP	3	12381
LINC02021	3	8030
ENPP7P3	3	241
SNRPCP8	3	211
COL6A4P2	3	60984
AC093004.1	3	424
COL6A5	3	139329
COL6A6	3	117822
PIK3R4	3	67895
RN7SKP212	3	328
GSTO3P	3	718
ATP2C1	3	166118
AC055733.4	3	1354
AC055733.2	3	30563
AC055733.1	3	895
AC055733.3	3	523
ASTE1	3	13775
NEK11	3	323616
AC116424.1	3	19023
RNU6-726P	3	107
AC010210.1	3	56384
NUDT16P1	3	3225
NUDT16	3	7160
AC107027.3	3	3473
MRPL3	3	40772
AC107027.1	3	3050
BCL2L12P1	3	733
CPNE4	3	751856
AC107027.2	3	115
MIR5704	3	77
AC117409.1	3	1310
RPL7P16	3	738
ACPP	3	50932
AC020633.1	3	2553
NIP7P2	3	544
DNAJC13	3	121507
ACAD11	3	102586
NPHP3-ACAD11	3	164318
ACKR4	3	21731
HSPA8P19	3	4553
UBA5	3	23652
NPHP3	3	41834
NPHP3-AS1	3	152474
AC079942.1	3	22049
TMEM108	3	359402
TMEM108-AS1	3	11083
BFSP2	3	75228
AC055753.1	3	889
BFSP2-AS1	3	26508
AC022296.1	3	682
AC022296.3	3	403
AC022296.2	3	202
SNORA33	3;6;6;21	530
CDV3	3	16532
TOPBP1	3	63719
TFP1	3	92579
RNU6-678P	3	109
RNA5SP140	3	92
TF	3	33051
AC080128.1	3	2064
SRPRB	3	41740
RAB6B	3	71598
C3orf36	3	1668
SLCO2A1	3	119489
LINC02000	3	2393
RYK	3	185442
HMGB3P14	3	599
LINC02004	3	7596
AC010207.1	3	1946
RPL39P5	3	4710
AMOTL2	3	19606
MIR6827	3	59
HMGN1P9	3	298
HMGB3P13	3	607
MIR4788	3	80
ANAPC13	3	9011
CEP63	3	89275
AC026117.1	3	883
EPHB1	3	662667
KY	3	48499
RNU6-1174P	3	101
RNA5SP141	3	120
AC128689.1	3	83822
AC092989.1	3	277
NDUFS6P1	3	316
PPP2R3A	3	182219
AC072039.1	3	581
AC072039.2	3	439
MSL2	3	48320
TDGF1P6	3	448
AC092991.1	3	376
PCCB	3	87591
STAG1	3	416171
RNU6-1284P	3	100
HMGN1P10	3	553
RNU6-789P	3	102
AC117382.1	3	730
AC117382.2	3	3151
AC096992.1	3	1073
SLC35G2	3	37246
AC096992.2	3	1684
NCK1-AS1	3	20329
NCK1	3	87616
RAD51AP1P1	3	1001
IL20RB	3	64856
IL20RB-AS1	3	23072
RNA5SP142	3	122
AC117440.1	3	571
NPM1P17	3	770
SOX14	3	2055
LINC01210	3	8930
AC007159.1	3	4706
HSPA8P9	3	1943
CLDN18	3	34921
AC016252.1	3	474
DZIP1L	3	53829
KRT8P36	3	1440
A4GNT	3	8670
DBR1	3	13938
ARMC8	3	111142
NME9	3	68450
MRAS	3	57887
ESYT3	3	47101
AC022497.1	3	3691
CEP70	3	100195
FAIM	3	24771
AC020890.1	3	821
PIK3CB	3	182240
GAPDHP39	3	979
RPL23AP40	3	390
EEF1A1P25	3	1267
ATP5G1P3	3	703
LINC01391	3	8832
FOXL2	3	2917
FOXL2NB	3	6218
PRR23A	3	801
MRPS22	3	351418
PRR23B	3	1896
PRR23C	3	2791
RPL7L1P7	3	724
BPESC1	3	20987
PISRT1	3;3	531
AC024933.1	3	348
COPB2	3	34133
AC097103.2	3	193505
RBP2	3	27864
AC097103.1	3	366
ACTG1P1	3	1129
RBP1	3	22396
NMNAT3	3	117838
AC046134.1	3	666
RN7SKP124	3	341
RN7SL724P	3	271
AC110716.2	3	3945
AC110716.1	3	940
AC016933.1	3	22675
TRMT112P5	3	334
CLSTN2	3	642213
AC010181.1	3	10917
AC010181.2	3	1826
CLSTN2-AS1	3	3179
AC048346.1	3	144
TRIM42	3	23112
AC121333.1	3	2709
RPL23AP41	3	458
SLC25A36	3	38104
AC108727.1	3	512
SPSB4	3	97210
AC108727.2	3	9059
PXYLP1	3	139028
AC022215.1	3	362
AC117383.1	3	99785
AC117383.2	3	322
ZBTB38	3	125580
KRT18P35	3	1269
RASA2	3	128296
RASA2-IT1	3	989
YWHAQP6	3	304
AC092978.1	3	68870
TPT1P3	3	817
AC112771.1	3	102
RNF7	3	9357
GRK7	3	40343
HMGN2P25	3	268
ATP1B3	3	50391
RNU6-509P	3	107
ATP1B3-AS1	3	770
AC112504.1	3	1841
TFDP2	3	205117
AC133435.1	3	576
RNU6-425P	3	102
GK5	3	68081
XRN1	3	141456
RNU6-1294P	3	81
RNU1-100P	3	165
ATR	3	129592
AC109992.1	3	2048
AC109992.2	3	7023
RPL6P9	3	1490
RNA5SP143	3	115
PLS1	3	117278
PLS1-AS1	3	1962
RN7SKP25	3	308
TRPC1	3	83815
RNU7-47P	3	62
PCOLCE2	3	73282
AC021074.1	3	633
AC021074.3	3	15860
PAQR9	3	14519
AC021074.2	3	172
PAQR9-AS1	3	40910
U2SURP	3	96050
AC026304.1	3	561
AC018450.2	3	558
CHST2	3	4684
AC018450.1	3	8532
PBX2P1	3	1291
SLC9A9	3	583310
AC131210.1	3	1363
SLC9A9-AS1	3	4826
SLC9A9-AS2	3	824
GAPDHP47	3	999
ST13P15	3	1107
AC073358.1	3	7163
AC107421.1	3	404
C3orf58	3	76922
RNA5SP144	3	116
AC011592.1	3	3634
LARP7P4	3	878
GM2AP1	3	521
RPL21P39	3	483
AC055758.2	3	21625
AC055758.1	3	1869
AC107021.2	3	2095
AC107021.1	3	41163
LNCSRLR	3	2842
PLOD2	3	94214
PLSCR4	3	58841
AC130509.1	3	5485
AC069528.1	3	25241
PLSCR2	3	104571
AC069528.2	3	1991
PLSCR1	3	29685
RNU6-428P	3	107
PLSCR5	3	29662
PLSCR5-AS1	3	724
AC092957.1	3	460972
LINC02010	3	3296
RNU6-505P	3	107
RPL21P71	3	485
ZIC4	3	20815
ZIC4-AS1	3	487
ZIC1	3	116872
NPM1P28	3	840
AC092925.1	3	2535
AC092958.1	3	66752
LINC02032	3	9871
AC092958.2	3	34059
AC025566.1	3	65696
HNRNPA1P20	3	955
LINC02045	3	84370
LINC02046	3	119066
RPL38P1	3	211
AGTR1	3	45225
CPB1	3	69086
HMGB1P30	3	606
AC092979.1	3	109180
CPA3	3	31941
UBQLN4P1	3	1801
GYG1	3	36328
HLTF	3	56428
HLTF-AS1	3	16492
MED28P2	3	317
HPS3	3	44149
CP	3	59646
CPHL1P	3	62445
AC093001.1	3	48872
TM4SF18	3	15917
AC073522.1	3	377
TM4SF1	3	8844
TM4SF1-AS1	3	8806
AC108751.4	3	1622
AC108751.2	3	231
AC108751.3	3	2649
FKBP1AP4	3	336
AC108751.1	3	363
TM4SF4	3	29308
AC108751.5	3	1336
WWTR1	3	219480
RNU6-1098P	3	96
WWTR1-IT1	3	1188
WWTR1-AS1	3	4345
COMMD2	3	14030
ANKUB1	3	207286
RNU6-507P	3	100
RNF13	3	149432
RNU6-720P	3	108
NPM1P29	3	803
PFN2	3	85885
AC117395.3	3	2601
AC117395.2	3	1128
AC117395.1	3	403
HNRNPA1P24	3	1046
AC117386.2	3	174513
AC022494.1	3	728
LINC01998	3	2624
RPL32P9	3	407
AC117386.1	3	23017
LINC01213	3	1691
LINC01214	3	21962
TSC22D2	3	58097
SERP1	3	61235
EIF2A	3	37565
SELENOT	3	27571
AC069236.1	3	616
ERICH6	3	44087
ERICH6-AS1	3	16583
SNRPCP3	3	840
SIAH2	3	22351
SIAH2-AS1	3	602
CLRN1-AS1	3;3	228243
MINDY4B	3	34395
AC020636.2	3	58747
AC020636.1	3	148183
CLRN1	3	46837
MED12L	3	351376
RNA5SP145	3	125
GPR171	3	5370
P2RY14	3	66351
SETP11	3	690
GPR87	3	22867
P2RY13	3	3237
P2RY12	3	47433
IGSF10	3	33326
MRPL42P6	3	371
AC117454.1	3	168
MIR5186	3	120
LINC02066	3	20793
AADACL2	3	27424
AADACL2-AS1	3	176733
AC068647.1	3	2265
AADACP1	3	14467
AC068647.2	3	11203
AADAC	3	14452
SUCNR1	3	10977
AC108718.1	3	33552
MBNL1	3	221953
MBNL1-AS1	3	6940
TMEM14EP	3	1296
AC026347.1	3	39055
AC092924.1	3	2302
ATP5LP5	3	299
P2RY1	3	6747
HMGN2P13	3	274
AC117394.1	3	567
AC117394.2	3	5265
RAP2B	3	8351
RN7SL300P	3	318
AC078788.1	3	17080
AC078788.2	3	732
LINC02006	3	595253
LINC02083	3	11676
RNU6-901P	3	106
C3orf79	3	18203
AC068985.1	3	59311
RPL21P42	3	464
ARHGEF26-AS1	3	96932
ARHGEF26	3	136825
DHX36	3	51952
AC134026.1	3	2239
GPR149	3	92044
DDX50P2	3	2664
AC092994.1	3	27775
AC117485.1	3	768
DYNLL1P5	3	270
RPL9P15	3	532
AC073359.2	3	34002
AC073359.1	3	941
MME	3	159606
MME-AS1	3	24916
LINC01487	3	2200
AC104831.1	3	3547
AC104831.2	3	2989
PABPC1P10	3	381
PLCH1	3	369488
AC108729.3	3	108
AC108729.2	3	2071
AC108729.1	3	2170
RN7SL715P	3	286
PLCH1-AS1	3	8570
PLCH1-AS2	3	1319
RPL6P7	3	853
AC104472.1	3	1585
AC104472.2	3	601
C3orf33	3	43735
SLC33A1	3	33406
GMPS	3	73491
SETP14	3	873
VN2R1P	3	18002
KCNAB1	3	501438
ALG1L15P	3	794
MRE11P1	3	2767
AC091607.1	3	1060
KCNAB1-AS2	3	12324
KCNAB1-AS1	3	5749
AC084036.1	3	508
SSR3	3	15045
TIPARP-AS1	3	2517
TIPARP	3	33536
METTL15P1	3	1045
LINC00886	3	69717
PA2G4P4	3	1182
LEKR1	3	220649
KLF3P2	3	268
AC117392.1	3	596
RN7SKP177	3	355
LINC00880	3	41338
LINC02029	3	6707
LINC00881	3	11255
CCNL1	3	14253
KRT18P34	3	1270
AC104411.1	3	5682
RNA5SP146	3	123
AC092944.1	3	206043
AC092944.2	3	889
VEPH1	3	273878
PTX3	3	6840
PQLC2L	3	134504
RN7SKP46	3	234
AC079943.1	3	1576
AC079943.2	3	72782
SHOX2	3	10550
RSRC1	3	439876
AC074276.1	3	613
AC074276.2	3	348
AC106707.2	3	374
AC106707.1	3	25847
MLF1	3	36090
MTAPP1	3	1248
AC025033.1	3	194
GFM1	3	48298
LXN	3	26872
AC080013.4	3	649
AC080013.6	3	215
RARRES1	3	35805
MFSD1	3	97522
AC080013.1	3	51808
AC080013.2	3	323
AC080013.3	3	578
AC080013.5	3	679
GPR79	3	868
AC092999.1	3	1924
IQCJ-SCHIP1	3	935132
IQCJ	3	303380
MIR3919	3	89
AC063955.1	3	685
AC092943.1	3	878
IQCJ-SCHIP1-AS1	3	3226
RNU2-31P	3	155
SCHIP1	3	57500
IL12A-AS1	3	311900
IL12A	3	7270
LINC01100	3	15400
BRD7P2	3	1944
C3orf80	3	2718
AC079594.2	3	222376
IFT80	3	142895
AC079594.1	3	331
SMC4	3	35689
MIR15B	3	98
MIR16-2	3	81
TRIM59	3	53329
B3GAT3P1	3	806
RNU7-136P	3	69
KPNA4	3	70594
SCARNA7	3	330
KRT8P12	3	3802
RPL6P8	3	843
ARL14	3	1294
AC069224.1	3	1715
PPM1L	3	323306
B3GALNT1	3	21502
NMD3	3	148837
AC108738.1	3	237
EEF1GP4	3	1307
PSMC1P7	3	1315
SPTSSB	3	28089
LINC02067	3	21816
AC112491.1	3	502
RPL23AP42	3	471
OTOL1	3	7135
AC131211.1	3	5000
TOMM22P6	3	409
AC128716.1	3	166
AC128685.1	3	205754
RPS6P4	3	758
LINC01192	3	233641
RNU7-82P	3	62
AC079910.1	3	4299
AC084017.1	3	860
MIR1263	3	86
LINC01323	3	15199
LINC01324	3	117386
SI	3	99598
LINC02023	3	8057
SLITRK3	3	10390
LINC01322	3	448464
BCHE	3	64569
MTND4P17	3	350
MTND4LP10	3	291
MTND3P7	3	343
MTCO3P38	3	766
AC104629.1	3	508
AC104629.2	3	598
LINC01326	3	1071
AC072046.2	3	268
RN7SKP298	3	94
PSAT1P4	3	526
AC072046.1	3	153
CBX1P5	3	559
AC069439.2	3	9936
AC069439.1	3	167
AC092965.1	3	490
ZBBX	3	141060
LINC01327	3	15724
SERPINI2	3	37216
WDR49	3	175300
PDCD10	3	51642
HMGN1P8	3	288
SERPINI1	3	90326
LRRC77P	3	59239
AC026353.1	3	4478
MEMO1P3	3	302
AC128713.1	3	306
HMGN2P26	3	339
GOLIM4	3	87299
EGFEM1P	3	581078
AC124893.1	3	2676
RNU2-20P	3	191
MIR551B	3	96
RPSAP33	3	865
RPL21P43	3	472
LINC02082	3	18631
AC092954.1	3	445
AC092954.2	3	430
LINC01997	3	2393
MECOM	3	580120
AC074033.2	3	29186
AC074033.1	3	410
AC007849.1	3	10442
AC007849.2	3	471
RNU6-637P	3	107
TERC	3	541
Telomerase-vert	3	438
ACTRT3	3	2975
AC078802.1	3	2395
MYNN	3	16886
AC078795.1	3	3143
LRRC34	3	19559
AC078795.3	3	472
AC078795.2	3	1252
LRRIQ4	3	15854
LRRC31	3	30752
KRT18P43	3	1281
SAMD7	3	27604
AC008040.3	3	1232
AC008040.1	3	27382
AC008040.4	3	768
SEC62	3	31739
SEC62-AS1	3	7180
GPR160	3	47475
RNU4-38P	3	129
AC008040.2	3	708
PHC3	3	95018
AC008040.5	3	1781
RNU6-315P	3	107
PRKCI	3	83617
AC073288.1	3	8284
SKIL	3	39158
AC073288.2	3	8104
CLDN11	3	441516
MIR6828	3	60
SLC7A14	3	126491
KRT8P13	3	1010
AC026316.1	3	414
AC026316.3	3	5562
AC026316.2	3	1015
RPL22L1	3	5609
EIF5A2	3	20279
KLF7P1	3	1048
RNU1-70P	3	164
SLC2A2	3	30403
TNIK	3	399070
MIR569	3	96
AC092919.2	3	1645
AC092919.1	3	1550
RNU6-348P	3	107
AC008134.1	3	193
PLD1	3	210546
TMEM212	3	95367
TMEM212-AS1	3	24389
TMEM212-IT1	3	805
FNDC3B	3	362038
RPS27AP8	3	445
RN7SL141P	3	266
AC092964.1	3	1399
BZW1P1	3	1240
GHSR	3	3324
TNFSF10	3	18000
AC007919.1	3	217
LINC02068	3	34720
SLC31A1P1	3	567
NCEH1	3	80970
AC007919.2	3	511
RNU6-547P	3	102
ECT2	3	70793
RNU4-4P	3	130
ATP5G1P4	3	441
AC108667.1	3	249
SPATA16	3	251911
AC068759.1	3	183229
NLGN1	3	890361
AC092967.1	3	481
NLGN1-AS1	3	10299
RN7SKP234	3	224
AC069218.2	3	344
AC069218.1	3	762
NAALADL2	3	1371980
RN7SKP40	3	242
EEF1B2P8	3	671
NAALADL2-AS3	3	35936
NAALADL2-AS2	3	36236
MIR4789	3	82
RNU6-1233P	3	102
RNU4-91P	3	135
AC119744.1	3	1715
UBE2V1P2	3	440
RNU6-1317P	3	104
NAALADL2-AS1	3	3189
AC104640.1	3	2109
ACTG1P23	3	1074
EI24P1	3	867
AC104640.2	3	146
AC117434.1	3	836
MIR7977	3	49
LINC01208	3	31390
AC092920.1	3	223898
RNA5SP147	3	109
LINC01209	3	2847
MTND5P15	3	349
TBL1XR1	3	208661
TBL1XR1-AS1	3	10519
RNU6-681P	3	104
LINC00501	3	28977
ASS1P7	3	1226
AC117465.1	3	11539
LINC00578	3	310385
RN7SKP52	3	250
AC026355.2	3	6906
SNORA18	3;5;5;6;X;11;15;15	995
AC026355.1	3	7624
AC026355.3	3	727
LINC02015	3	82360
AC007953.1	3	2840
AC007953.2	3	5733
RNU6-1120P	3	108
AC109779.1	3	183368
KCNMB2	3	571498
AC117457.1	3	424178
LINC01014	3	38109
RNA5SP148	3	94
AC024220.1	3	484
KCNMB2-AS1	3	333901
ZMAT3	3	55057
AC076966.1	3	46608
PIK3CA	3	91980
KCNMB3	3	30312
LRRFIP1P1	3	2246
ZNF639	3	15593
AC007823.1	3	1566
MFN1	3	47240
GNB4	3	55502
AC007620.2	3	2231
AC007620.3	3	497
AC007620.1	3	25
MTHFD2P7	3	983
ACTL6A	3	25529
AC090425.2	3	501
AC090425.1	3	140
MRPL47	3	16370
NDUFB5	3	22958
AC125604.1	3	707
USP13	3	136647
PEX5L	3	242096
AC007687.1	3	304
PEX5L-AS1	3	6234
PEX5L-AS2	3	23667
RNA5SP149	3	92
AC134503.1	3	54
GAPDHP36	3	918
AC068760.1	3	1953
LINC02053	3	8333
AC125618.1	3	35218
RNU6-486P	3	107
AC068298.1	3	161
TTC14	3	15699
CCDC39	3	268148
CCDC39-AS1	3	20366
RN7SL229P	3	299
AC108734.3	3	1165
AC108734.2	3	1069
FLYWCH1P1	3	1874
FXR1	3	114613
AC108734.1	3	399
DNAJC19	3	6066
SOX2-OT	3	847111
AC083904.1	3	231
RNU6-4P	3	107
FAUP2	3	557
AC022294.1	3	21429
RPL7AP25	3	805
AC125613.1	3	166435
SOX2OT_exon1	3	232
SOX2OT_exon3	3	276
SOX2	3	2513
SOX2OT_exon4	3	109
RN7SL703P	3	302
RNA5SP150	3	119
AC007547.2	3	360
AC007547.1	3	804
LINC01206	3	58336
RN7SKP265	3	223
AC012081.1	3	20254
AC084211.1	3	3110
LINC01994	3	39395
EIF4EP3	3	656
LINC01995	3	8861
RPL7L1P8	3	741
LINC02031	3	11667
AC083801.1	3	358
AC083801.2	3	1180
AC069431.1	3	10159
ATP11B	3	128136
AC069431.2	3	1099
AC092953.2	3	699
DCUN1D1	3	47880
AC092953.1	3	5525
MCCC1	3	100858
MCCC1-AS1	3	1554
LAMP3	3	41627
MCF2L2	3	250736
B3GNT5	3	45261
RNA5SP151	3	117
LINC00888	3	8406
SNORA63D	3	132
SNORA81	3;3;18;21	723
AC092960.1	3	351
KLHL6	3	68159
KLHL6-AS1	3	3592
AC068769.1	3	3123
KLHL24	3	48910
YEATS2	3	114808
YEATS2-AS1	3	4327
AC131160.1	3	69322
MAP6D1	3	9719
PARL	3	55663
RPSAP31	3	3526
MIR4448	3	86
CYP2AB1P	3	15037
ABCC5	3	98082
ABCC5-AS1	3	5082
EEF1A1P8	3	1388
HTR3D	3	7826
HTR3C	3	7625
AC131235.2	3	7441
HTR3E-AS1	3	10061
HTR3E	3	9932
HSP90AA5P	3	2547
AC131235.4	3	620
AC131235.3	3	1220
EIF2B5	3	10274
AC131235.1	3	732
DVL3	3	18223
AP2M1	3	9403
ABCF3	3	7990
VWA5B2	3	11901
MIR1224	3	85
ALG3	3	7248
ECE2	3	43382
CAMK2N2	3	2251
PSMD2	3	10346
EIF4G1	3	20864
SNORD66	3;6	152
FAM131A	3	12496
CLCN2	3	15467
POLR2H	3	6879
THPO	3	6210
CHRD	3	10664
LINC02054	3	38112
AC128714.1	3	887
LINC01839	3	3287
LINC01840	3	10205
EPHB3	3	20626
MAGEF1	3	1636
AC107294.2	3	4875
AC107294.3	3	526
AC107294.1	3	467
LINC02069	3	16767
VPS8	3	240472
C3orf70	3	74965
EHHADH-AS1	3	29085
EHHADH	3	91367
EIF2S2P2	3	982
MIR5588	3	63
MAP3K13	3	206157
RPL4P4	3	1284
TMEM41A	3	22562
LIPH	3	46352
SENP2	3	51056
AC133473.1	3	299
IGF2BP2	3	181318
IGF2BP2-AS1	3	17260
MIR548AQ	3	58
TRA2B	3	22231
NMRAL2P	3	20930
ETV5	3	64011
ETV5-AS1	3	1778
DGKG	3	256570
LINC02020	3	10352
LINC02052	3	38680
LINC02051	3	1644
CRYGS	3	8262
TBCCD1	3	24471
DNAJB11	3	18398
AC068631.1	3	193511
AC068631.2	3	15109
AC068631.3	3	225
AHSG	3	8396
FETUB	3	17173
HRG	3	18025
AC109780.1	3	5178
AC109780.2	3	10055
KNG1	3	26679
PSMD10P2	3	1358
RNU6-1105P	3	107
GPS2P2	3	888
AC112907.3	3	2400
EIF4A2	3	6696
SNORD2	3;10	138
MIR1248	3	106
RFC4	3	17179
AC112907.1	3	10430
LINC02043	3	14642
AC112907.2	3	789
ADIPOQ	3	15774
ADIPOQ-AS1	3	4238
RPS20P14	3	360
AC007690.1	3	468
ST6GAL1	3	148069
RPL39L	3	59961
AC007920.1	3	10540
RTP1	3	3980
MASP1	3	74738
AC007920.2	3	6662
RTP4	3	3745
AC068299.1	3	1749
LINC02041	3	606
SST	3	1494
RTP2	3	4299
AC072022.2	3	31537
BCL6	3	24351
AC072022.1	3	2343
AC108681.1	3	9072
AC068295.1	3	13458
LINC01991	3	17633
AC092941.1	3	6569
AC092941.2	3	1707
AC022498.1	3	39925
LPP-AS2	3	2852
LPP	3	737388
FLJ42393	3	2270
LPP-AS1	3	6429
MIR28	3	86
TPRG1-AS1	3	5925
TPRG1	3	378091
AC009319.1	3	754
TPRG1-AS2	3	1909
TP63	3	265864
AC078809.1	3	140
MIR944	3	88
P3H2	3	165710
MTAPP2	3	832
P3H2-AS1	3	23883
RNU6-1109P	3	107
NMNAT1P3	3	888
CLDN1	3	16775
CLDN16	3	89603
TMEM207	3	21222
IL1RAP	3	145700
GCNT1P3	3	575
RN7SKP296	3	341
AC108747.1	3	535
LINC02013	3	926
CCT6P4	3	1589
AC092952.1	3	1209
GMNC	3	39553
OSTN	3	66375
OSTN-AS1	3	21315
UTS2B	3	63369
CCDC50	3	69594
PYDC2	3	294
AC125608.1	3	33033
AC026320.2	3	478
AC026320.1	3	6678
RN7SKP222	3	315
FGF12	3	628370
FGF12-AS1	3	45061
FGF12-AS2	3	1552
FGF12-AS3	3	4568
RNU1-20P	3	162
MB21D2	3	121347
AC092966.1	3	32401
VEZF1P1	3	1753
HRASLS	3	36614
ATP13A5	3	104054
ATP13A5-AS1	3	7119
ATP13A4	3	191035
ATP13A4-AS1	3	1876
AC048351.1	3	14279
OPA1	3	104680
OPA1-AS1	3	8729
RN7SL447P	3	245
AC069421.1	3	323
LINC02038	3	1465
LINC02026	3	46288
AC024559.1	3	25485
DPPA2P3	3	655
LINC02028	3	65712
AC024559.2	3	10341
AC080129.1	3	17614
AC080129.2	3	586
HES1	3	2588
RN7SL215P	3	298
LINC02036	3	47138
LINC02037	3	10125
LINC02048	3	10687
LINC00887	3	16339
CPN2	3	11564
LRRC15	3	14497
GP5	3	3534
ATP13A3	3	95693
AC108676.2	3	163
LINC00884	3	30826
AC108676.1	3	5187
RNU6-1101P	3	81
RPL23AP93	3	1024
TMEM44-AS1	3	6250
TMEM44	3	46017
AC046143.1	3	12479
AC046143.2	3	160
LSG1	3	31690
FAM43A	3	2494
AC106706.1	3	1417
LINC01968	3	73748
AC090505.1	3	1834
LINC01972	3	3475
AC090505.2	3	4703
XXYLT1	3	202889
XXYLT1-AS1	3	1470
MIR3137	3	75
RN7SL36P	3	276
XXYLT1-AS2	3	4920
RNU6-25P	3	107
ACAP2	3	168343
ACAP2-IT1	3	2019
AC090018.1	3	367
PPP1R2	3	28962
RNU6ATAC24P	3	135
AC069213.1	3	6534
RN7SL73P	3	252
AC069213.3	3	474
AC069213.2	3	366
APOD	3	15504
MUC20P1	3	5287
AC233280.19	3	1114
AC233280.2	3	1327
AC233280.1	3	2363
LINC00969	3	81903
SDHAP2	3	27809
MIR570	3	97
AC233280.20	3	10026
MUC20	3	20242
MUC4	3	65513
LINC01983	3	24212
KIF3AP1	3	611
TNK2	3	48582
MIR6829	3	67
TNK2-AS1	3	3182
AC124944.1	3	1938
AC124944.3	3	606
RNU2-11P	3	187
AC124944.2	3	1497
AC024937.3	3	3508
SDHAP1	3	30571
AC024937.2	3	1496
TFRC	3	55007
AC024937.1	3	560
RNU7-18P	3	62
LINC00885	3	18255
ZDHHC19	3	13989
SLC51A	3	31692
PCYT1A	3	73736
AC069257.3	3	69993
AC069257.1	3	1113
TCTEX1D2	3	27081
AC069257.2	3	155
TM4SF19-TCTEX1D2	3	22292
TM4SF19-AS1	3	7241
TM4SF19	3	19162
RNU6-910P	3	107
UBXN7	3	84813
RNU6-1279P	3	103
RN7SL434P	3	271
RN7SL738P	3	297
AC083822.1	3	201
UBXN7-AS1	3	1146
AC117490.1	3	60
RNF168	3	34986
AC117490.2	3	594
SMCO1	3	8490
AC092933.1	3	1453
RPS29P3	3	171
WDR53	3	14498
FBXO45	3	20449
LINC01063	3	1090
NRROS	3	22319
PIGX	3	96233
CEP19	3	6017
RNU6-646P	3	106
PAK2	3	92791
RNU4-89P	3	133
RNU6-42P	3	107
SENP5	3	66859
AC016949.1	3	1934
NCBP2	3	7196
NCBP2-AS1	3	2658
NCBP2-AS2	3	918
PIGZ	3	22718
RPSAP69	3	3669
MELTF	3	41196
MELTF-AS1	3	5285
DLG1	3	256741
MIR4797	3	71
DLG1-AS1	3	5496
AC128709.2	3	13263
AC128709.1	3	6328
AC128709.3	3	8701
LINC02012	3	1725
BDH1	3	63541
AC132008.2	3	49694
AC132008.1	3	286
AC024560.2	3	1497
AC024560.3	3	349
AC024560.1	3	5193
RUBCN	3	78335
MIR922	3	81
FYTTD1	3	50418
AC055764.2	3	670
LRCH3	3	97211
AC055764.1	3	612
AC144530.1	3	555
IQCG	3	71068
RNU6-858P	3	107
RPL35A	3	6624
LMLN	3	83521
RNU6-621P	3	109
LMLN-AS1	3	914
ANKRD18DP	3	27199
RNU6-821P	3	107
FRG2FP	3	1767
TUBB8P8	3	1058
AC073135.1	3	1754
FAM157A	3	69227
RNU6-860P	3	104
CICP6	3	2814
SEPT14P3	3	183
BNIP3P41	4	1029
ZNF595	4	34927
AC253576.1	4	1156
ZNF718	4	39510
AC253576.2	4	580
AC108475.1	4	3601
ZNF876P	4	43376
AC079140.3	4	550
AC079140.5	4	310
ZNF732	4	34647
AC079140.4	4	529
ZNF141	4	47051
AC079140.1	4	487
AC079140.2	4	142
MIR571	4	96
AC092574.2	4	67897
ZNF519P4	4	125
AC092574.1	4	420
ABCA11P	4	48695
ZNF721	4	73342
PIGG	4	40987
AC116565.1	4	533
AC116565.2	4	7699
PDE6B	4	45199
AC107464.1	4	3364
AC107464.3	4	737
ATP5I	4	1903
MYL5	4	8454
MFSD7	4	7613
PCGF3	4	64893
AC107464.2	4	1760
AC139887.4	4	719
AC139887.2	4	19463
AC139887.1	4	588
CPLX1	4	41242
AC139887.3	4	713
GAK	4	83098
TMEM175	4	26270
DGKQ	4	28009
SLC26A1	4	14368
IDUA	4	17510
FGFRL1	4	16962
AC019103.1	4	1295
RNF212	4	57313
AC092535.2	4	1543
AC092535.3	4	19339
TMED11P	4	38530
AC092535.1	4	2330
SPON2	4	42031
AC092535.4	4	397
CTBP1-AS	4	8472
CTBP1	4	38506
CTBP1-AS2	4	38992
MAEA	4	50297
UVSSA	4	40784
AC078852.2	4	1495
AC078852.1	4	983
CRIPAK	4	4438
NKX1-1	4	3400
AC147067.2	4	289
AC147067.1	4	6192
FAM53A	4	66388
SLBP	4	19756
AC016773.1	4	802
TMEM129	4	5407
TACC3	4	23687
FGFR3	4	15566
LETM1	4	44769
NSD2	4	110784
SCARNA22	4	125
NELFA	4	59190
MIR943	4	94
C4orf48	4	1978
NAT8L	4	9578
POLN	4	170204
AL136360.1	4	1900
AL136360.2	4	1386
HAUS3	4	14701
COX6B1P5	4	249
MXD4	4	14863
MIR4800	4	80
ZFYVE28	4	149082
AL158068.2	4	23506
RN7SL589P	4	310
AL158068.1	4	616
CFAP99	4	43969
RNF4	4	163101
AL645924.1	4	328
AL645924.2	4	1199
FAM193A	4	195935
CR545473.1	4	277
TNIP2	4	14729
SH3BP2	4	48076
ADD1	4	86220
MFSD10	4	4299
NOP14-AS1	4	26840
NOP14	4	25453
GRK4	4	77140
RNU6-204P	4	107
HTT-AS	4	11044
HTT-AS1_1	4	230
HTT-AS1_2	4	175
HTT	4	169279
